#TYPE System.ServiceProcess.ServiceController
"Name","RequiredServices","CanPauseAndContinue","CanShutdown","CanStop","DisplayName","DependentServices","MachineName","ServiceName","ServicesDependedOn","ServiceHandle","Status","ServiceType","StartType","Site","Container"
"DusmSvc","System.ServiceProcess.ServiceController[]","False","False","True","Data Usage","System.ServiceProcess.ServiceController[]",".","DusmSvc","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Automatic",,
"Eaphost","System.ServiceProcess.ServiceController[]","False","False","False","Extensible Authentication Protocol","System.ServiceProcess.ServiceController[]",".","Eaphost","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"EFS","System.ServiceProcess.ServiceController[]","False","False","False","Encrypting File System (EFS)","System.ServiceProcess.ServiceController[]",".","EFS","System.ServiceProcess.ServiceController[]",,"Running","Win32ShareProcess","Manual",,
"embeddedmode","System.ServiceProcess.ServiceController[]","False","False","False","Embedded Mode","System.ServiceProcess.ServiceController[]",".","embeddedmode","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"EntAppSvc","System.ServiceProcess.ServiceController[]","False","False","False","Enterprise App Management Service","System.ServiceProcess.ServiceController[]",".","EntAppSvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"EventLog","System.ServiceProcess.ServiceController[]","False","True","True","Windows Event Log","System.ServiceProcess.ServiceController[]",".","EventLog","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"EventSystem","System.ServiceProcess.ServiceController[]","False","False","True","COM+ Event System","System.ServiceProcess.ServiceController[]",".","EventSystem","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"Fax","System.ServiceProcess.ServiceController[]","False","False","False","Fax","System.ServiceProcess.ServiceController[]",".","Fax","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"fdPHost","System.ServiceProcess.ServiceController[]","False","False","False","Function Discovery Provider Host","System.ServiceProcess.ServiceController[]",".","fdPHost","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"FDResPub","System.ServiceProcess.ServiceController[]","False","False","False","Function Discovery Resource Publication","System.ServiceProcess.ServiceController[]",".","FDResPub","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"fhsvc","System.ServiceProcess.ServiceController[]","False","False","False","File History Service","System.ServiceProcess.ServiceController[]",".","fhsvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"FontCache","System.ServiceProcess.ServiceController[]","False","True","True","Windows Font Cache Service","System.ServiceProcess.ServiceController[]",".","FontCache","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"FrameServer","System.ServiceProcess.ServiceController[]","False","False","False","Windows Camera Frame Server","System.ServiceProcess.ServiceController[]",".","FrameServer","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"GoogleChromeElevationService","System.ServiceProcess.ServiceController[]","False","False","False","Google Chrome Elevation Service","System.ServiceProcess.ServiceController[]",".","GoogleChromeElevationService","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"gpsvc","System.ServiceProcess.ServiceController[]","False","False","False","Group Policy Client","System.ServiceProcess.ServiceController[]",".","gpsvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess, Win32ShareProcess","Automatic",,
"GraphicsPerfSvc","System.ServiceProcess.ServiceController[]","False","False","False","GraphicsPerfSvc","System.ServiceProcess.ServiceController[]",".","GraphicsPerfSvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"gupdate","System.ServiceProcess.ServiceController[]","False","False","False","Google Update Service (gupdate)","System.ServiceProcess.ServiceController[]",".","gupdate","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Automatic",,
"gupdatem","System.ServiceProcess.ServiceController[]","False","False","False","Google Update Service (gupdatem)","System.ServiceProcess.ServiceController[]",".","gupdatem","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"hidserv","System.ServiceProcess.ServiceController[]","False","False","False","Human Interface Device Service","System.ServiceProcess.ServiceController[]",".","hidserv","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"hns","System.ServiceProcess.ServiceController[]","False","False","False","Host Network Service","System.ServiceProcess.ServiceController[]",".","hns","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"HvHost","System.ServiceProcess.ServiceController[]","False","False","False","HV Host Service","System.ServiceProcess.ServiceController[]",".","HvHost","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"icssvc","System.ServiceProcess.ServiceController[]","False","False","False","Windows Mobile Hotspot Service","System.ServiceProcess.ServiceController[]",".","icssvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"IISADMIN","System.ServiceProcess.ServiceController[]","False","True","True","IIS Admin Service","System.ServiceProcess.ServiceController[]",".","IISADMIN","System.ServiceProcess.ServiceController[]",,"Running","Win32ShareProcess","Automatic",,
"IKEEXT","System.ServiceProcess.ServiceController[]","False","False","False","IKE and AuthIP IPsec Keying Modules","System.ServiceProcess.ServiceController[]",".","IKEEXT","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"InstallService","System.ServiceProcess.ServiceController[]","False","False","True","Microsoft Store Install Service","System.ServiceProcess.ServiceController[]",".","InstallService","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Manual",,
"iphlpsvc","System.ServiceProcess.ServiceController[]","False","False","True","IP Helper","System.ServiceProcess.ServiceController[]",".","iphlpsvc","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"IpOverUsbSvc","System.ServiceProcess.ServiceController[]","False","True","True","Windows Phone IP over USB Transport (IpOverUsbSvc)","System.ServiceProcess.ServiceController[]",".","IpOverUsbSvc","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Automatic",,
"IpxlatCfgSvc","System.ServiceProcess.ServiceController[]","False","False","False","IP Translation Configuration Service","System.ServiceProcess.ServiceController[]",".","IpxlatCfgSvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"KeyIso","System.ServiceProcess.ServiceController[]","False","False","True","CNG Key Isolation","System.ServiceProcess.ServiceController[]",".","KeyIso","System.ServiceProcess.ServiceController[]",,"Running","Win32ShareProcess","Manual",,
"KtmRm","System.ServiceProcess.ServiceController[]","False","False","False","KtmRm for Distributed Transaction Coordinator","System.ServiceProcess.ServiceController[]",".","KtmRm","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"LanmanServer","System.ServiceProcess.ServiceController[]","False","False","True","Server","System.ServiceProcess.ServiceController[]",".","LanmanServer","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"LanmanWorkstation","System.ServiceProcess.ServiceController[]","True","False","True","Workstation","System.ServiceProcess.ServiceController[]",".","LanmanWorkstation","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"lfsvc","System.ServiceProcess.ServiceController[]","False","False","True","Geolocation Service","System.ServiceProcess.ServiceController[]",".","lfsvc","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"LicenseManager","System.ServiceProcess.ServiceController[]","False","False","True","Windows License Manager Service","System.ServiceProcess.ServiceController[]",".","LicenseManager","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"lltdsvc","System.ServiceProcess.ServiceController[]","False","False","False","Link-Layer Topology Discovery Mapper","System.ServiceProcess.ServiceController[]",".","lltdsvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"lmhosts","System.ServiceProcess.ServiceController[]","False","False","True","TCP/IP NetBIOS Helper","System.ServiceProcess.ServiceController[]",".","lmhosts","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"LSM","System.ServiceProcess.ServiceController[]","False","False","False","Local Session Manager","System.ServiceProcess.ServiceController[]",".","LSM","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"LxpSvc","System.ServiceProcess.ServiceController[]","False","False","False","Language Experience Service","System.ServiceProcess.ServiceController[]",".","LxpSvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess, Win32ShareProcess","Manual",,
"LxssManager","System.ServiceProcess.ServiceController[]","False","False","False","LxssManager","System.ServiceProcess.ServiceController[]",".","LxssManager","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"LxssManagerUser_8ebfa","System.ServiceProcess.ServiceController[]","False","False","True","LxssManagerUser_8ebfa","System.ServiceProcess.ServiceController[]",".","LxssManagerUser_8ebfa","System.ServiceProcess.ServiceController[]",,"Running","240","Automatic",,
"MapsBroker","System.ServiceProcess.ServiceController[]","False","False","False","Downloaded Maps Manager","System.ServiceProcess.ServiceController[]",".","MapsBroker","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Automatic",,
"MessagingService_8ebfa","System.ServiceProcess.ServiceController[]","False","False","False","MessagingService_8ebfa","System.ServiceProcess.ServiceController[]",".","MessagingService_8ebfa","System.ServiceProcess.ServiceController[]",,"Stopped","224","Manual",,
"mpssvc","System.ServiceProcess.ServiceController[]","False","False","False","Windows Defender Firewall",,".","mpssvc","System.ServiceProcess.ServiceController[]",,"Running","Win32ShareProcess","Automatic",,
"MSDTC","System.ServiceProcess.ServiceController[]","False","False","False","Distributed Transaction Coordinator","System.ServiceProcess.ServiceController[]",".","MSDTC","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"MSiSCSI","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft iSCSI Initiator Service","System.ServiceProcess.ServiceController[]",".","MSiSCSI","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"msiserver","System.ServiceProcess.ServiceController[]","False","False","False","Windows Installer","System.ServiceProcess.ServiceController[]",".","msiserver","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"MsMpiLaunchSvc","System.ServiceProcess.ServiceController[]","False","False","False","MS-MPI Launch Service","System.ServiceProcess.ServiceController[]",".","MsMpiLaunchSvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"MSSQL$SQLEXPRESS","System.ServiceProcess.ServiceController[]","True","True","True","SQL Server (SQLEXPRESS)","System.ServiceProcess.ServiceController[]",".","MSSQL$SQLEXPRESS","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Automatic",,
"MSSQLFDLauncher$SQLEXPRESS","System.ServiceProcess.ServiceController[]","False","True","True","SQL Full-text Filter Daemon Launcher (SQLEXPRESS)","System.ServiceProcess.ServiceController[]",".","MSSQLFDLauncher$SQLEXPRESS","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Manual",,
"MSSQLLaunchpad$SQLEXPRESS","System.ServiceProcess.ServiceController[]","False","True","True","SQL Server Launchpad (SQLEXPRESS)","System.ServiceProcess.ServiceController[]",".","MSSQLLaunchpad$SQLEXPRESS","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Automatic",,
"NaturalAuthentication","System.ServiceProcess.ServiceController[]","False","False","False","Natural Authentication","System.ServiceProcess.ServiceController[]",".","NaturalAuthentication","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"NcaSvc","System.ServiceProcess.ServiceController[]","False","False","False","Network Connectivity Assistant","System.ServiceProcess.ServiceController[]",".","NcaSvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess, Win32ShareProcess","Manual",,
"NcbService","System.ServiceProcess.ServiceController[]","False","False","True","Network Connection Broker","System.ServiceProcess.ServiceController[]",".","NcbService","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"NcdAutoSetup","System.ServiceProcess.ServiceController[]","False","False","False","Network Connected Devices Auto-Setup","System.ServiceProcess.ServiceController[]",".","NcdAutoSetup","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"Netlogon","System.ServiceProcess.ServiceController[]","True","False","True","Netlogon","System.ServiceProcess.ServiceController[]",".","Netlogon","System.ServiceProcess.ServiceController[]",,"Running","Win32ShareProcess","Automatic",,
"Netman","System.ServiceProcess.ServiceController[]","False","False","False","Network Connections","System.ServiceProcess.ServiceController[]",".","Netman","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"netprofm","System.ServiceProcess.ServiceController[]","False","False","True","Network List Service","System.ServiceProcess.ServiceController[]",".","netprofm","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"NetSetupSvc","System.ServiceProcess.ServiceController[]","False","False","False","Network Setup Service","System.ServiceProcess.ServiceController[]",".","NetSetupSvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"NetTcpPortSharing","System.ServiceProcess.ServiceController[]","False","False","False","Net.Tcp Port Sharing Service","System.ServiceProcess.ServiceController[]",".","NetTcpPortSharing","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Disabled",,
"NfsClnt","System.ServiceProcess.ServiceController[]","False","False","True","Client for NFS","System.ServiceProcess.ServiceController[]",".","NfsClnt","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Automatic",,
"NgcCtnrSvc","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft Passport Container",,".","NgcCtnrSvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess, Win32ShareProcess","Manual",,
"NgcSvc","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft Passport",,".","NgcSvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess, Win32ShareProcess","Manual",,
"NlaSvc","System.ServiceProcess.ServiceController[]","False","False","True","Network Location Awareness","System.ServiceProcess.ServiceController[]",".","NlaSvc","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"nsi","System.ServiceProcess.ServiceController[]","False","False","True","Network Store Interface Service","System.ServiceProcess.ServiceController[]",".","nsi","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"nvagent","System.ServiceProcess.ServiceController[]","False","False","False","Network Virtualization Service","System.ServiceProcess.ServiceController[]",".","nvagent","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"OneSyncSvc_8ebfa","System.ServiceProcess.ServiceController[]","False","False","True","Sync Host_8ebfa","System.ServiceProcess.ServiceController[]",".","OneSyncSvc_8ebfa","System.ServiceProcess.ServiceController[]",,"Running","224","Automatic",,
"p2pimsvc","System.ServiceProcess.ServiceController[]","False","False","False","Peer Networking Identity Manager","System.ServiceProcess.ServiceController[]",".","p2pimsvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"p2psvc","System.ServiceProcess.ServiceController[]","False","False","False","Peer Networking Grouping","System.ServiceProcess.ServiceController[]",".","p2psvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"PcaSvc","System.ServiceProcess.ServiceController[]","False","True","True","Program Compatibility Assistant Service","System.ServiceProcess.ServiceController[]",".","PcaSvc","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"PeerDistSvc","System.ServiceProcess.ServiceController[]","False","False","False","BranchCache","System.ServiceProcess.ServiceController[]",".","PeerDistSvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"perceptionsimulation","System.ServiceProcess.ServiceController[]","False","False","False","Windows Perception Simulation Service","System.ServiceProcess.ServiceController[]",".","perceptionsimulation","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"PerfHost","System.ServiceProcess.ServiceController[]","False","False","False","Performance Counter DLL Host","System.ServiceProcess.ServiceController[]",".","PerfHost","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"PhoneSvc","System.ServiceProcess.ServiceController[]","False","False","False","Phone Service","System.ServiceProcess.ServiceController[]",".","PhoneSvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"PimIndexMaintenanceSvc_8ebfa","System.ServiceProcess.ServiceController[]","False","False","True","Contact Data_8ebfa","System.ServiceProcess.ServiceController[]",".","PimIndexMaintenanceSvc_8ebfa","System.ServiceProcess.ServiceController[]",,"Running","224","Manual",,
"pla","System.ServiceProcess.ServiceController[]","False","False","False","Performance Logs & Alerts",,".","pla","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"PlugPlay","System.ServiceProcess.ServiceController[]","False","True","True","Plug and Play","System.ServiceProcess.ServiceController[]",".","PlugPlay","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"PNRPAutoReg","System.ServiceProcess.ServiceController[]","False","False","False","PNRP Machine Name Publication Service","System.ServiceProcess.ServiceController[]",".","PNRPAutoReg","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"PNRPsvc","System.ServiceProcess.ServiceController[]","False","False","False","Peer Name Resolution Protocol","System.ServiceProcess.ServiceController[]",".","PNRPsvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"PolicyAgent","System.ServiceProcess.ServiceController[]","False","True","True","IPsec Policy Agent","System.ServiceProcess.ServiceController[]",".","PolicyAgent","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"Power","System.ServiceProcess.ServiceController[]","False","False","False","Power","System.ServiceProcess.ServiceController[]",".","Power","System.ServiceProcess.ServiceController[]",,"Running","Win32ShareProcess","Automatic",,
"PrintNotify","System.ServiceProcess.ServiceController[]","False","False","False","Printer Extensions and Notifications","System.ServiceProcess.ServiceController[]",".","PrintNotify","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess, InteractiveProcess","Manual",,
"PrintWorkflowUserSvc_8ebfa","System.ServiceProcess.ServiceController[]","False","False","False","PrintWorkflow_8ebfa","System.ServiceProcess.ServiceController[]",".","PrintWorkflowUserSvc_8ebfa","System.ServiceProcess.ServiceController[]",,"Stopped","224","Manual",,
"ProfSvc","System.ServiceProcess.ServiceController[]","False","True","True","User Profile Service","System.ServiceProcess.ServiceController[]",".","ProfSvc","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"PushToInstall","System.ServiceProcess.ServiceController[]","False","False","False","Windows PushToInstall Service","System.ServiceProcess.ServiceController[]",".","PushToInstall","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess, Win32ShareProcess","Manual",,
"QWAVE","System.ServiceProcess.ServiceController[]","False","False","False","Quality Windows Audio Video Experience","System.ServiceProcess.ServiceController[]",".","QWAVE","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"RasAuto","System.ServiceProcess.ServiceController[]","False","False","False","Remote Access Auto Connection Manager","System.ServiceProcess.ServiceController[]",".","RasAuto","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"RasMan","System.ServiceProcess.ServiceController[]","False","True","True","Remote Access Connection Manager","System.ServiceProcess.ServiceController[]",".","RasMan","System.ServiceProcess.ServiceController[]",,"Running","Win32ShareProcess","Automatic",,
"RemoteAccess","System.ServiceProcess.ServiceController[]","False","False","False","Routing and Remote Access","System.ServiceProcess.ServiceController[]",".","RemoteAccess","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Disabled",,
"RemoteRegistry","System.ServiceProcess.ServiceController[]","False","False","False","Remote Registry","System.ServiceProcess.ServiceController[]",".","RemoteRegistry","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Disabled",,
"RetailDemo","System.ServiceProcess.ServiceController[]","False","False","False","Retail Demo Service","System.ServiceProcess.ServiceController[]",".","RetailDemo","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"RmSvc","System.ServiceProcess.ServiceController[]","False","False","False","Radio Management Service","System.ServiceProcess.ServiceController[]",".","RmSvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"RpcEptMapper","System.ServiceProcess.ServiceController[]","False","False","False","RPC Endpoint Mapper",,".","RpcEptMapper","System.ServiceProcess.ServiceController[]",,"Running","Win32ShareProcess","Automatic",,
"RpcLocator","System.ServiceProcess.ServiceController[]","False","False","False","Remote Procedure Call (RPC) Locator","System.ServiceProcess.ServiceController[]",".","RpcLocator","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"RpcSs","System.ServiceProcess.ServiceController[]","False","False","False","Remote Procedure Call (RPC)",,".","RpcSs","System.ServiceProcess.ServiceController[]",,"Running","Win32ShareProcess","Automatic",,
"SamSs","System.ServiceProcess.ServiceController[]","False","False","False","Security Accounts Manager","System.ServiceProcess.ServiceController[]",".","SamSs","System.ServiceProcess.ServiceController[]",,"Running","Win32ShareProcess","Automatic",,
"SCardSvr","System.ServiceProcess.ServiceController[]","False","False","False","Smart Card","System.ServiceProcess.ServiceController[]",".","SCardSvr","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"ScDeviceEnum","System.ServiceProcess.ServiceController[]","False","False","True","Smart Card Device Enumeration Service","System.ServiceProcess.ServiceController[]",".","ScDeviceEnum","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"Schedule","System.ServiceProcess.ServiceController[]","False","True","True","Task Scheduler","System.ServiceProcess.ServiceController[]",".","Schedule","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"SCPolicySvc","System.ServiceProcess.ServiceController[]","False","False","False","Smart Card Removal Policy","System.ServiceProcess.ServiceController[]",".","SCPolicySvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"SDRSVC","System.ServiceProcess.ServiceController[]","False","False","False","Windows Backup","System.ServiceProcess.ServiceController[]",".","SDRSVC","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"seclogon","System.ServiceProcess.ServiceController[]","False","False","False","Secondary Logon","System.ServiceProcess.ServiceController[]",".","seclogon","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"SecurityHealthService","System.ServiceProcess.ServiceController[]","False","False","False","Windows Security Service","System.ServiceProcess.ServiceController[]",".","SecurityHealthService","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Manual",,
"SEMgrSvc","System.ServiceProcess.ServiceController[]","False","False","True","Payments and NFC/SE Manager","System.ServiceProcess.ServiceController[]",".","SEMgrSvc","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Manual",,
"SENS","System.ServiceProcess.ServiceController[]","False","False","True","System Event Notification Service","System.ServiceProcess.ServiceController[]",".","SENS","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"Sense","System.ServiceProcess.ServiceController[]","False","False","False","Windows Defender Advanced Threat Protection Service","System.ServiceProcess.ServiceController[]",".","Sense","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"SensorDataService","System.ServiceProcess.ServiceController[]","False","False","False","Sensor Data Service","System.ServiceProcess.ServiceController[]",".","SensorDataService","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"SensorService","System.ServiceProcess.ServiceController[]","False","False","False","Sensor Service","System.ServiceProcess.ServiceController[]",".","SensorService","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"SensrSvc","System.ServiceProcess.ServiceController[]","False","False","False","Sensor Monitoring Service","System.ServiceProcess.ServiceController[]",".","SensrSvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"SessionEnv","System.ServiceProcess.ServiceController[]","False","False","True","Remote Desktop Configuration","System.ServiceProcess.ServiceController[]",".","SessionEnv","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Manual",,
"SgrmBroker","System.ServiceProcess.ServiceController[]","False","True","False","System Guard Runtime Monitor Broker","System.ServiceProcess.ServiceController[]",".","SgrmBroker","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Automatic",,
"SharedAccess","System.ServiceProcess.ServiceController[]","False","False","False","Internet Connection Sharing (ICS)","System.ServiceProcess.ServiceController[]",".","SharedAccess","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"SharedRealitySvc","System.ServiceProcess.ServiceController[]","False","False","False","Spatial Data Service","System.ServiceProcess.ServiceController[]",".","SharedRealitySvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Manual",,
"ShellHWDetection","System.ServiceProcess.ServiceController[]","False","False","True","Shell Hardware Detection","System.ServiceProcess.ServiceController[]",".","ShellHWDetection","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, Win32ShareProcess","Automatic",,
"shpamsvc","System.ServiceProcess.ServiceController[]","False","False","False","Shared PC Account Manager","System.ServiceProcess.ServiceController[]",".","shpamsvc","System.ServiceProcess.ServiceController[]",,"Stopped","Win32ShareProcess","Disabled",,
"smphost","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft Storage Spaces SMP","System.ServiceProcess.ServiceController[]",".","smphost","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"SmsRouter","System.ServiceProcess.ServiceController[]","False","False","False","Microsoft Windows SMS Router Service.",,".","SmsRouter","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess, Win32ShareProcess","Manual",,
"SNMPTRAP","System.ServiceProcess.ServiceController[]","False","False","False","SNMP Trap","System.ServiceProcess.ServiceController[]",".","SNMPTRAP","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"spectrum","System.ServiceProcess.ServiceController[]","False","False","False","Windows Perception Service","System.ServiceProcess.ServiceController[]",".","spectrum","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Manual",,
"Spooler","System.ServiceProcess.ServiceController[]","False","False","True","Print Spooler","System.ServiceProcess.ServiceController[]",".","Spooler","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess, InteractiveProcess","Automatic",,
"sppsvc","System.ServiceProcess.ServiceController[]","False","True","True","Software Protection","System.ServiceProcess.ServiceController[]",".","sppsvc","System.ServiceProcess.ServiceController[]",,"Running","Win32OwnProcess","Automatic",,
"SQLAgent$SQLEXPRESS","System.ServiceProcess.ServiceController[]","False","False","False","SQL Server Agent (SQLEXPRESS)","System.ServiceProcess.ServiceController[]",".","SQLAgent$SQLEXPRESS","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Disabled",,
"SQLBrowser","System.ServiceProcess.ServiceController[]","False","False","False","SQL Server Browser","System.ServiceProcess.ServiceController[]",".","SQLBrowser","System.ServiceProcess.ServiceController[]",,"Stopped","Win32OwnProcess","Disabled",,
